source,target,weight,type
n502,n1498,1,MAJ
n502,n1650,1,MAJ
n502,n2056,1,MAJ
n502,n2165,1,MAJ
n502,n2214,1,MAJ
n502,n2223,1,MAJ
n502,n2252,1,MAJ
n502,n2278,1,MAJ
n502,n2310,1,MAJ
n502,n2318,1,MAJ
n502,n2326,1,MAJ
n502,n2373,1,MAJ
n502,n2389,1,MAJ
n502,n2392,1,MAJ
n502,n2406,1,MAJ
n502,n2413,1,MAJ
n502,n2457,1,MAJ
n502,n2472,1,MAJ
n502,n2521,1,MAJ
n502,n2551,1,MAJ
n502,n2568,1,MAJ
n502,n2580,1,MAJ
n502,n2650,1,MAJ
n502,n2715,1,MAJ
n502,n2717,1,MAJ
n502,n2736,1,MAJ
n502,n2783,1,MAJ
n502,n2797,1,MAJ
n502,n2826,1,MAJ
n502,n2829,1,MAJ
n502,n2846,1,MAJ
n502,n2891,1,MAJ
n502,n2913,1,MAJ
n502,n2971,1,MAJ
n502,n3030,1,MAJ
n502,n3129,1,MAJ
n502,n3133,1,MAJ
n502,n3205,1,MAJ
n502,n3247,1,MAJ
n502,n3249,1,MAJ
n502,n3368,1,MAJ
n502,n3379,1,MAJ
n502,n3438,1,MAJ
n502,n3516,1,MAJ
n502,n3602,1,MAJ
n502,n3716,1,MAJ
n502,n3723,1,MAJ
n502,n3735,1,MAJ
n502,n3844,1,MAJ
n502,n4021,1,MAJ
n502,n4086,1,MAJ
n502,n4146,1,MAJ
n502,n4217,1,MAJ
n502,n4237,1,MAJ
n502,n4239,1,MAJ
n502,n4318,1,MAJ
n502,n4475,1,MAJ
n502,n4648,1,MAJ
n509,n642,1,MAJ
n509,n890,1,MAJ
n509,n1002,1,MAJ
n509,n1138,1,MAJ
n509,n1269,1,MAJ
n509,n1443,1,MAJ
n509,n1707,1,MAJ
n509,n1759,1,MAJ
n509,n2085,1,MAJ
n509,n2327,1,MAJ
n509,n2448,1,MAJ
n509,n2503,1,MAJ
n509,n2614,1,MAJ
n509,n2657,1,MAJ
n509,n2663,1,MAJ
n509,n2667,1,MAJ
n509,n2704,1,MAJ
n509,n2733,1,MAJ
n509,n2809,1,MAJ
n509,n2830,1,MAJ
n509,n2834,1,MAJ
n509,n3036,1,MAJ
n509,n3070,1,MAJ
n509,n3097,1,MAJ
n509,n3259,1,MAJ
n509,n3403,1,MAJ
n509,n3472,1,MAJ
n509,n3493,1,MAJ
n509,n3695,1,MAJ
n509,n3696,1,MAJ
n509,n3701,1,MAJ
n509,n3731,1,MAJ
n509,n3741,1,MAJ
n509,n3742,1,MAJ
n509,n3807,1,MAJ
n509,n3870,1,MAJ
n509,n3961,1,MAJ
n509,n4046,1,MAJ
n509,n4159,1,MAJ
n509,n4339,1,MAJ
n509,n4397,1,MAJ
n509,n4430,1,MAJ
n509,n4549,1,MAJ
n512,n542,1,MAJ
n512,n610,1,MAJ
n512,n642,1,MAJ
n512,n702,1,MAJ
n512,n1108,1,MAJ
n512,n1168,1,MAJ
n512,n1339,1,MAJ
n512,n1357,1,MAJ
n512,n2065,1,MAJ
n512,n2167,1,MAJ
n512,n2425,1,MAJ
n512,n2495,1,MAJ
n512,n2610,1,MAJ
n512,n2863,1,MAJ
n512,n2951,1,MAJ
n512,n3039,1,MAJ
n512,n3421,1,MAJ
n512,n3467,1,MAJ
n512,n3477,1,MAJ
n512,n3488,1,MAJ
n512,n3571,1,MAJ
n512,n3575,1,MAJ
n512,n4588,1,MAJ
n519,n549,1,MAJ
n519,n605,1,MAJ
n519,n624,1,MAJ
n519,n628,1,MAJ
n519,n708,1,MAJ
n519,n727,1,MAJ
n519,n828,1,MAJ
n519,n850,1,MAJ
n519,n906,1,MAJ
n519,n935,1,MAJ
n519,n967,1,MAJ
n519,n980,1,MAJ
n519,n1211,1,MAJ
n519,n1258,1,MAJ
n519,n1316,1,MAJ
n519,n1415,1,MAJ
n519,n1481,1,MAJ
n519,n1489,1,MAJ
n519,n1498,1,MAJ
n519,n1650,1,MAJ
n519,n2165,1,MAJ
n519,n2214,1,MAJ
n519,n2223,1,MAJ
n519,n2252,1,MAJ
n519,n2278,1,MAJ
n519,n2310,1,MAJ
n519,n2318,1,MAJ
n519,n2326,1,MAJ
n519,n2373,1,MAJ
n519,n2389,1,MAJ
n519,n2392,1,MAJ
n519,n2406,1,MAJ
n519,n2413,1,MAJ
n519,n2457,1,MAJ
n519,n2521,1,MAJ
n519,n2551,1,MAJ
n519,n2568,1,MAJ
n519,n2650,1,MAJ
n519,n2715,1,MAJ
n519,n2717,1,MAJ
n519,n2736,1,MAJ
n519,n2783,1,MAJ
n519,n2797,1,MAJ
n519,n2826,1,MAJ
n519,n2829,1,MAJ
n519,n2846,1,MAJ
n519,n2891,1,MAJ
n519,n2913,1,MAJ
n519,n2971,1,MAJ
n519,n3030,1,MAJ
n519,n3129,1,MAJ
n519,n3133,1,MAJ
n519,n3205,1,MAJ
n519,n3247,1,MAJ
n519,n3249,1,MAJ
n519,n3368,1,MAJ
n519,n3379,1,MAJ
n519,n3438,1,MAJ
n519,n3516,1,MAJ
n519,n3602,1,MAJ
n519,n3716,1,MAJ
n519,n3723,1,MAJ
n519,n3735,1,MAJ
n519,n3844,1,MAJ
n519,n4021,1,MAJ
n519,n4086,1,MAJ
n519,n4146,1,MAJ
n519,n4217,1,MAJ
n519,n4239,1,MAJ
n519,n4318,1,MAJ
n519,n4475,1,MAJ
n519,n4648,1,MAJ
n542,n610,1,MAJ
n542,n702,1,MAJ
n542,n1108,1,MAJ
n542,n1168,1,MAJ
n542,n1339,1,MAJ
n542,n1357,1,MAJ
n542,n2065,1,MAJ
n542,n2167,1,MAJ
n542,n2425,1,MAJ
n542,n2495,1,MAJ
n542,n2610,1,MAJ
n542,n2863,1,MAJ
n542,n2951,1,MAJ
n542,n3039,1,MAJ
n542,n3421,1,MAJ
n542,n3477,1,MAJ
n542,n3488,1,MAJ
n542,n3571,1,MAJ
n542,n3575,1,MAJ
n542,n4588,1,MAJ
n549,n605,1,MAJ
n549,n624,1,MAJ
n549,n628,1,MAJ
n549,n708,1,MAJ
n549,n727,1,MAJ
n549,n828,1,MAJ
n549,n850,1,MAJ
n549,n906,1,MAJ
n549,n935,1,MAJ
n549,n967,1,MAJ
n549,n980,1,MAJ
n549,n1211,1,MAJ
n549,n1258,1,MAJ
n549,n1316,1,MAJ
n549,n1415,1,MAJ
n549,n1481,1,MAJ
n549,n1489,1,MAJ
n549,n1498,1,MAJ
n549,n1650,1,MAJ
n549,n2165,1,MAJ
n549,n2214,1,MAJ
n549,n2223,1,MAJ
n549,n2252,1,MAJ
n549,n2278,1,MAJ
n549,n2310,1,MAJ
n549,n2318,1,MAJ
n549,n2326,1,MAJ
n549,n2373,1,MAJ
n549,n2389,1,MAJ
n549,n2392,1,MAJ
n549,n2406,1,MAJ
n549,n2413,1,MAJ
n549,n2457,1,MAJ
n549,n2521,1,MAJ
n549,n2551,1,MAJ
n549,n2568,1,MAJ
n549,n2650,1,MAJ
n549,n2715,1,MAJ
n549,n2717,1,MAJ
n549,n2736,1,MAJ
n549,n2783,1,MAJ
n549,n2797,1,MAJ
n549,n2826,1,MAJ
n549,n2829,1,MAJ
n549,n2846,1,MAJ
n549,n2891,1,MAJ
n549,n2913,1,MAJ
n549,n2971,1,MAJ
n549,n3030,1,MAJ
n549,n3129,1,MAJ
n549,n3133,1,MAJ
n549,n3205,1,MAJ
n549,n3247,1,MAJ
n549,n3249,1,MAJ
n549,n3368,1,MAJ
n549,n3379,1,MAJ
n549,n3438,1,MAJ
n549,n3516,1,MAJ
n549,n3602,1,MAJ
n549,n3716,1,MAJ
n549,n3723,1,MAJ
n549,n3735,1,MAJ
n549,n3844,1,MAJ
n549,n4021,1,MAJ
n549,n4086,1,MAJ
n549,n4146,1,MAJ
n549,n4217,1,MAJ
n549,n4239,1,MAJ
n549,n4318,1,MAJ
n549,n4475,1,MAJ
n549,n4648,1,MAJ
n596,n808,1,MAJ
n596,n1207,1,MAJ
n596,n2112,1,MAJ
n596,n2462,1,MAJ
n596,n2544,1,MAJ
n596,n2548,1,MAJ
n596,n2590,1,MAJ
n596,n2803,1,MAJ
n596,n3291,1,MAJ
n596,n3447,1,MAJ
n596,n3450,1,MAJ
n596,n3498,1,MAJ
n596,n3669,1,MAJ
n596,n3838,1,MAJ
n605,n624,2,BOTH
n605,n628,1,MAJ
n605,n708,2,BOTH
n605,n727,1,MAJ
n605,n828,1,MAJ
n605,n836,1,UNIT
n605,n850,1,MAJ
n605,n892,1,UNIT
n605,n906,1,MAJ
n605,n935,1,MAJ
n605,n967,1,MAJ
n605,n980,1,MAJ
n605,n1211,1,MAJ
n605,n1258,1,MAJ
n605,n1316,1,MAJ
n605,n1415,1,MAJ
n605,n1443,1,UNIT
n605,n1481,1,MAJ
n605,n1489,1,MAJ
n605,n1498,1,MAJ
n605,n1650,1,MAJ
n605,n2165,2,BOTH
n605,n2214,1,MAJ
n605,n2223,1,MAJ
n605,n2231,1,UNIT
n605,n2250,1,UNIT
n605,n2252,1,MAJ
n605,n2274,1,UNIT
n605,n2278,1,MAJ
n605,n2310,1,MAJ
n605,n2318,1,MAJ
n605,n2326,1,MAJ
n605,n2373,1,MAJ
n605,n2389,1,MAJ
n605,n2392,1,MAJ
n605,n2406,1,MAJ
n605,n2413,1,MAJ
n605,n2457,1,MAJ
n605,n2521,1,MAJ
n605,n2551,1,MAJ
n605,n2568,1,MAJ
n605,n2620,1,UNIT
n605,n2623,1,UNIT
n605,n2650,1,MAJ
n605,n2669,1,UNIT
n605,n2715,2,BOTH
n605,n2717,1,MAJ
n605,n2736,1,MAJ
n605,n2783,1,MAJ
n605,n2797,1,MAJ
n605,n2816,1,UNIT
n605,n2826,1,MAJ
n605,n2829,1,MAJ
n605,n2846,2,BOTH
n605,n2891,1,MAJ
n605,n2913,1,MAJ
n605,n2962,1,UNIT
n605,n2965,1,UNIT
n605,n2971,1,MAJ
n605,n3030,1,MAJ
n605,n3102,1,UNIT
n605,n3129,1,MAJ
n605,n3133,1,MAJ
n605,n3180,1,UNIT
n605,n3205,1,MAJ
n605,n3247,1,MAJ
n605,n3249,1,MAJ
n605,n3368,1,MAJ
n605,n3379,1,MAJ
n605,n3393,1,UNIT
n605,n3438,1,MAJ
n605,n3516,1,MAJ
n605,n3559,1,UNIT
n605,n3602,1,MAJ
n605,n3647,1,UNIT
n605,n3716,1,MAJ
n605,n3723,1,MAJ
n605,n3735,1,MAJ
n605,n3844,1,MAJ
n605,n3953,1,UNIT
n605,n4021,1,MAJ
n605,n4046,1,UNIT
n605,n4086,1,MAJ
n605,n4146,1,MAJ
n605,n4217,1,MAJ
n605,n4239,1,MAJ
n605,n4318,1,MAJ
n605,n4431,1,UNIT
n605,n4475,1,MAJ
n605,n4648,1,MAJ
n607,n665,1,MAJ
n607,n826,1,MAJ
n607,n988,1,MAJ
n607,n1277,1,MAJ
n607,n1355,1,MAJ
n607,n1393,1,MAJ
n607,n2063,1,MAJ
n607,n2088,1,MAJ
n607,n2787,1,MAJ
n607,n3102,1,MAJ
n607,n3266,1,MAJ
n607,n3293,1,MAJ
n607,n3303,1,MAJ
n607,n4201,1,MAJ
n610,n702,1,MAJ
n610,n1108,1,MAJ
n610,n1168,1,MAJ
n610,n1339,1,MAJ
n610,n1357,1,MAJ
n610,n2065,1,MAJ
n610,n2167,1,MAJ
n610,n2425,1,MAJ
n610,n2495,1,MAJ
n610,n2610,1,MAJ
n610,n2863,1,MAJ
n610,n2951,1,MAJ
n610,n3039,1,MAJ
n610,n3421,1,MAJ
n610,n3477,1,MAJ
n610,n3488,1,MAJ
n610,n3571,1,MAJ
n610,n3575,1,MAJ
n610,n4588,1,MAJ
n624,n628,1,MAJ
n624,n708,2,BOTH
n624,n727,1,MAJ
n624,n828,1,MAJ
n624,n836,1,UNIT
n624,n850,1,MAJ
n624,n892,1,UNIT
n624,n906,1,MAJ
n624,n935,1,MAJ
n624,n967,1,MAJ
n624,n980,1,MAJ
n624,n1211,1,MAJ
n624,n1258,1,MAJ
n624,n1316,1,MAJ
n624,n1415,1,MAJ
n624,n1443,1,UNIT
n624,n1481,1,MAJ
n624,n1489,1,MAJ
n624,n1498,1,MAJ
n624,n1650,1,MAJ
n624,n2165,2,BOTH
n624,n2214,1,MAJ
n624,n2223,1,MAJ
n624,n2231,1,UNIT
n624,n2250,1,UNIT
n624,n2252,1,MAJ
n624,n2274,1,UNIT
n624,n2278,1,MAJ
n624,n2310,1,MAJ
n624,n2318,1,MAJ
n624,n2326,1,MAJ
n624,n2373,1,MAJ
n624,n2389,1,MAJ
n624,n2392,1,MAJ
n624,n2406,1,MAJ
n624,n2413,1,MAJ
n624,n2457,1,MAJ
n624,n2521,1,MAJ
n624,n2551,1,MAJ
n624,n2568,1,MAJ
n624,n2620,1,UNIT
n624,n2623,1,UNIT
n624,n2650,1,MAJ
n624,n2669,1,UNIT
n624,n2715,2,BOTH
n624,n2717,1,MAJ
n624,n2736,1,MAJ
n624,n2783,1,MAJ
n624,n2797,1,MAJ
n624,n2816,1,UNIT
n624,n2826,1,MAJ
n624,n2829,1,MAJ
n624,n2846,2,BOTH
n624,n2891,1,MAJ
n624,n2913,1,MAJ
n624,n2962,1,UNIT
n624,n2965,1,UNIT
n624,n2971,1,MAJ
n624,n3030,1,MAJ
n624,n3102,1,UNIT
n624,n3129,1,MAJ
n624,n3133,1,MAJ
n624,n3180,1,UNIT
n624,n3205,1,MAJ
n624,n3247,1,MAJ
n624,n3249,1,MAJ
n624,n3368,1,MAJ
n624,n3379,1,MAJ
n624,n3393,1,UNIT
n624,n3438,1,MAJ
n624,n3516,1,MAJ
n624,n3559,1,UNIT
n624,n3602,1,MAJ
n624,n3647,1,UNIT
n624,n3716,1,MAJ
n624,n3723,1,MAJ
n624,n3735,1,MAJ
n624,n3844,1,MAJ
n624,n3953,1,UNIT
n624,n4021,1,MAJ
n624,n4046,1,UNIT
n624,n4086,1,MAJ
n624,n4146,1,MAJ
n624,n4217,1,MAJ
n624,n4239,1,MAJ
n624,n4318,1,MAJ
n624,n4431,1,UNIT
n624,n4475,1,MAJ
n624,n4648,1,MAJ
n628,n665,1,UNIT
n628,n708,1,MAJ
n628,n727,1,MAJ
n628,n828,1,MAJ
n628,n850,1,MAJ
n628,n906,1,MAJ
n628,n935,1,MAJ
n628,n967,1,MAJ
n628,n980,1,MAJ
n628,n1211,1,MAJ
n628,n1258,1,MAJ
n628,n1316,1,MAJ
n628,n1415,1,MAJ
n628,n1481,1,MAJ
n628,n1489,1,MAJ
n628,n1498,1,MAJ
n628,n1650,1,MAJ
n628,n2165,1,MAJ
n628,n2214,1,MAJ
n628,n2223,1,MAJ
n628,n2252,1,MAJ
n628,n2278,1,MAJ
n628,n2310,1,MAJ
n628,n2318,1,MAJ
n628,n2326,1,MAJ
n628,n2373,1,MAJ
n628,n2389,1,MAJ
n628,n2392,1,MAJ
n628,n2406,1,MAJ
n628,n2413,1,MAJ
n628,n2457,1,MAJ
n628,n2521,1,MAJ
n628,n2551,1,MAJ
n628,n2568,1,MAJ
n628,n2650,1,MAJ
n628,n2715,1,MAJ
n628,n2717,1,MAJ
n628,n2736,1,MAJ
n628,n2783,1,MAJ
n628,n2797,1,MAJ
n628,n2826,1,MAJ
n628,n2829,1,MAJ
n628,n2846,1,MAJ
n628,n2891,1,MAJ
n628,n2913,1,MAJ
n628,n2971,1,MAJ
n628,n3030,1,MAJ
n628,n3129,1,MAJ
n628,n3133,1,MAJ
n628,n3205,1,MAJ
n628,n3247,1,MAJ
n628,n3249,1,MAJ
n628,n3368,1,MAJ
n628,n3379,1,MAJ
n628,n3438,1,MAJ
n628,n3516,1,MAJ
n628,n3602,1,MAJ
n628,n3716,1,MAJ
n628,n3723,1,MAJ
n628,n3735,1,MAJ
n628,n3844,1,MAJ
n628,n4021,1,MAJ
n628,n4086,1,MAJ
n628,n4146,1,MAJ
n628,n4217,1,MAJ
n628,n4239,1,MAJ
n628,n4318,1,MAJ
n628,n4475,1,MAJ
n628,n4648,1,MAJ
n634,n694,1,MAJ
n634,n783,1,MAJ
n634,n793,1,MAJ
n634,n820,1,MAJ
n634,n921,1,MAJ
n634,n1077,1,MAJ
n634,n1213,1,MAJ
n634,n2529,1,MAJ
n634,n2597,1,MAJ
n634,n2731,1,MAJ
n634,n2754,1,MAJ
n634,n2957,1,MAJ
n634,n3027,1,MAJ
n634,n3327,1,MAJ
n634,n3335,1,MAJ
n634,n3501,1,MAJ
n634,n3725,1,MAJ
n634,n3732,1,MAJ
n634,n3733,1,MAJ
n634,n4419,1,MAJ
n634,n4603,1,MAJ
n642,n890,1,MAJ
n642,n1002,1,MAJ
n642,n1138,1,MAJ
n642,n1269,1,MAJ
n642,n1443,1,MAJ
n642,n1707,1,MAJ
n642,n1759,1,MAJ
n642,n2085,1,MAJ
n642,n2327,1,MAJ
n642,n2448,1,MAJ
n642,n2503,1,MAJ
n642,n2614,1,MAJ
n642,n2657,1,MAJ
n642,n2663,1,MAJ
n642,n2667,1,MAJ
n642,n2704,1,MAJ
n642,n2733,1,MAJ
n642,n2809,1,MAJ
n642,n2830,1,MAJ
n642,n2834,1,MAJ
n642,n3036,1,MAJ
n642,n3070,1,MAJ
n642,n3097,1,MAJ
n642,n3259,1,MAJ
n642,n3403,1,MAJ
n642,n3467,1,MAJ
n642,n3472,1,MAJ
n642,n3493,1,MAJ
n642,n3695,1,MAJ
n642,n3696,1,MAJ
n642,n3701,1,MAJ
n642,n3731,1,MAJ
n642,n3741,1,MAJ
n642,n3742,1,MAJ
n642,n3807,1,MAJ
n642,n3870,1,MAJ
n642,n3961,1,MAJ
n642,n4046,1,MAJ
n642,n4159,1,MAJ
n642,n4339,1,MAJ
n642,n4397,1,MAJ
n642,n4430,1,MAJ
n642,n4549,1,MAJ
n658,n696,1,MAJ
n658,n914,1,MAJ
n658,n1039,1,MAJ
n658,n2056,1,MAJ
n658,n2472,1,MAJ
n658,n2580,1,MAJ
n658,n4237,1,MAJ
n665,n826,1,MAJ
n665,n988,1,MAJ
n665,n1277,1,MAJ
n665,n1355,1,MAJ
n665,n1393,1,MAJ
n665,n2063,1,MAJ
n665,n2088,1,MAJ
n665,n2787,1,MAJ
n665,n3102,1,MAJ
n665,n3266,1,MAJ
n665,n3293,1,MAJ
n665,n3303,1,MAJ
n665,n4201,1,MAJ
n676,n2255,1,MAJ
n676,n2464,1,MAJ
n676,n3161,1,MAJ
n676,n3650,1,MAJ
n676,n3825,1,MAJ
n676,n4425,1,MAJ
n694,n783,1,MAJ
n694,n793,1,MAJ
n694,n820,1,MAJ
n694,n921,1,MAJ
n694,n1077,1,MAJ
n694,n1213,1,MAJ
n694,n1417,1,MAJ
n694,n2275,1,UNIT
n694,n2529,1,MAJ
n694,n2597,1,MAJ
n694,n2731,1,MAJ
n694,n2733,1,UNIT
n694,n2754,1,MAJ
n694,n2863,1,MAJ
n694,n2957,1,MAJ
n694,n3027,1,MAJ
n694,n3281,1,UNIT
n694,n3327,1,MAJ
n694,n3335,1,MAJ
n694,n3501,1,MAJ
n694,n3713,1,UNIT
n694,n3725,1,MAJ
n694,n3732,1,MAJ
n694,n3733,1,MAJ
n694,n4419,1,MAJ
n694,n4603,1,MAJ
n696,n914,1,MAJ
n696,n1039,1,MAJ
n696,n2056,1,MAJ
n696,n2472,1,MAJ
n696,n2580,1,MAJ
n696,n4237,1,MAJ
n702,n1108,1,MAJ
n702,n1168,1,MAJ
n702,n1339,1,MAJ
n702,n1357,1,MAJ
n702,n2065,1,MAJ
n702,n2167,1,MAJ
n702,n2425,1,MAJ
n702,n2495,1,MAJ
n702,n2610,1,MAJ
n702,n2863,1,MAJ
n702,n2951,1,MAJ
n702,n3039,1,MAJ
n702,n3421,1,MAJ
n702,n3477,1,MAJ
n702,n3488,1,MAJ
n702,n3571,1,MAJ
n702,n3575,1,MAJ
n702,n4588,1,MAJ
n708,n727,1,MAJ
n708,n828,1,MAJ
n708,n836,1,UNIT
n708,n850,1,MAJ
n708,n892,1,UNIT
n708,n906,1,MAJ
n708,n935,1,MAJ
n708,n967,1,MAJ
n708,n980,1,MAJ
n708,n1211,1,MAJ
n708,n1258,1,MAJ
n708,n1316,1,MAJ
n708,n1415,1,MAJ
n708,n1443,1,UNIT
n708,n1481,1,MAJ
n708,n1489,1,MAJ
n708,n1498,1,MAJ
n708,n1650,1,MAJ
n708,n2165,2,BOTH
n708,n2214,1,MAJ
n708,n2223,1,MAJ
n708,n2231,1,UNIT
n708,n2250,1,UNIT
n708,n2252,1,MAJ
n708,n2274,1,UNIT
n708,n2278,1,MAJ
n708,n2310,1,MAJ
n708,n2318,1,MAJ
n708,n2326,1,MAJ
n708,n2373,1,MAJ
n708,n2389,1,MAJ
n708,n2392,1,MAJ
n708,n2406,1,MAJ
n708,n2413,1,MAJ
n708,n2457,1,MAJ
n708,n2521,1,MAJ
n708,n2551,1,MAJ
n708,n2568,1,MAJ
n708,n2620,2,BOTH
n708,n2623,1,UNIT
n708,n2650,1,MAJ
n708,n2669,1,UNIT
n708,n2715,2,BOTH
n708,n2717,1,MAJ
n708,n2736,1,MAJ
n708,n2783,1,MAJ
n708,n2797,1,MAJ
n708,n2816,1,UNIT
n708,n2826,1,MAJ
n708,n2829,1,MAJ
n708,n2846,2,BOTH
n708,n2891,1,MAJ
n708,n2913,1,MAJ
n708,n2962,1,UNIT
n708,n2965,1,UNIT
n708,n2971,1,MAJ
n708,n3030,1,MAJ
n708,n3102,1,UNIT
n708,n3129,1,MAJ
n708,n3133,1,MAJ
n708,n3180,1,UNIT
n708,n3205,1,MAJ
n708,n3247,1,MAJ
n708,n3249,1,MAJ
n708,n3368,1,MAJ
n708,n3379,1,MAJ
n708,n3393,1,UNIT
n708,n3438,1,MAJ
n708,n3516,1,MAJ
n708,n3559,1,UNIT
n708,n3602,1,MAJ
n708,n3647,1,UNIT
n708,n3716,1,MAJ
n708,n3723,1,MAJ
n708,n3735,1,MAJ
n708,n3844,1,MAJ
n708,n3953,1,UNIT
n708,n4021,1,MAJ
n708,n4046,1,UNIT
n708,n4086,1,MAJ
n708,n4146,1,MAJ
n708,n4217,1,MAJ
n708,n4239,1,MAJ
n708,n4318,1,MAJ
n708,n4419,1,MAJ
n708,n4431,1,UNIT
n708,n4475,1,MAJ
n708,n4648,1,MAJ
n723,n782,1,MAJ
n723,n1040,1,MAJ
n723,n1377,1,MAJ
n723,n2073,1,MAJ
n723,n2193,1,MAJ
n723,n2365,1,MAJ
n723,n2366,1,MAJ
n723,n2751,1,MAJ
n723,n2914,1,MAJ
n723,n3055,1,MAJ
n723,n3221,1,MAJ
n723,n3235,1,MAJ
n723,n3737,1,MAJ
n723,n3878,1,MAJ
n723,n4439,1,MAJ
n727,n828,1,MAJ
n727,n850,1,MAJ
n727,n906,1,MAJ
n727,n935,1,MAJ
n727,n967,1,MAJ
n727,n980,1,MAJ
n727,n1211,1,MAJ
n727,n1258,1,MAJ
n727,n1316,1,MAJ
n727,n1415,1,MAJ
n727,n1481,1,MAJ
n727,n1489,1,MAJ
n727,n1498,1,MAJ
n727,n1650,1,MAJ
n727,n2165,1,MAJ
n727,n2214,1,MAJ
n727,n2223,1,MAJ
n727,n2252,1,MAJ
n727,n2278,1,MAJ
n727,n2310,1,MAJ
n727,n2318,1,MAJ
n727,n2326,1,MAJ
n727,n2373,1,MAJ
n727,n2389,1,MAJ
n727,n2392,1,MAJ
n727,n2406,1,MAJ
n727,n2413,1,MAJ
n727,n2457,1,MAJ
n727,n2521,1,MAJ
n727,n2551,1,MAJ
n727,n2568,1,MAJ
n727,n2650,1,MAJ
n727,n2715,1,MAJ
n727,n2717,1,MAJ
n727,n2736,1,MAJ
n727,n2783,1,MAJ
n727,n2797,1,MAJ
n727,n2826,1,MAJ
n727,n2829,1,MAJ
n727,n2846,1,MAJ
n727,n2891,1,MAJ
n727,n2913,1,MAJ
n727,n2971,1,MAJ
n727,n3030,1,MAJ
n727,n3129,1,MAJ
n727,n3133,1,MAJ
n727,n3205,1,MAJ
n727,n3247,1,MAJ
n727,n3249,1,MAJ
n727,n3368,1,MAJ
n727,n3379,1,MAJ
n727,n3438,1,MAJ
n727,n3516,1,MAJ
n727,n3602,1,MAJ
n727,n3716,1,MAJ
n727,n3723,1,MAJ
n727,n3735,1,MAJ
n727,n3844,1,MAJ
n727,n4021,1,MAJ
n727,n4086,1,MAJ
n727,n4146,1,MAJ
n727,n4217,1,MAJ
n727,n4239,1,MAJ
n727,n4318,1,MAJ
n727,n4475,1,MAJ
n727,n4648,1,MAJ
n736,n1062,1,MAJ
n736,n1243,1,MAJ
n736,n1468,1,MAJ
n736,n2440,1,MAJ
n736,n2480,1,MAJ
n736,n2502,1,MAJ
n736,n2547,1,MAJ
n736,n2794,1,MAJ
n736,n2913,1,MAJ
n736,n2971,1,MAJ
n736,n3180,1,MAJ
n736,n3393,1,MAJ
n736,n3421,1,MAJ
n736,n3516,1,MAJ
n736,n3647,1,MAJ
n736,n3904,1,MAJ
n736,n3953,1,MAJ
n736,n4640,1,MAJ
n782,n1040,1,MAJ
n782,n1377,1,MAJ
n782,n2073,1,MAJ
n782,n2193,1,MAJ
n782,n2365,1,MAJ
n782,n2366,1,MAJ
n782,n2751,1,MAJ
n782,n2914,1,MAJ
n782,n3055,1,MAJ
n782,n3221,1,MAJ
n782,n3235,1,MAJ
n782,n3737,1,MAJ
n782,n3878,1,MAJ
n782,n4439,1,MAJ
n783,n793,1,MAJ
n783,n820,1,MAJ
n783,n921,1,MAJ
n783,n1077,1,MAJ
n783,n1213,1,MAJ
n783,n2529,1,MAJ
n783,n2597,1,MAJ
n783,n2620,1,MAJ
n783,n2731,1,MAJ
n783,n2754,1,MAJ
n783,n2957,1,MAJ
n783,n3027,1,MAJ
n783,n3327,1,MAJ
n783,n3335,1,MAJ
n783,n3501,1,MAJ
n783,n3725,1,MAJ
n783,n3732,1,MAJ
n783,n3733,1,MAJ
n783,n4419,1,MAJ
n783,n4603,1,MAJ
n793,n820,1,MAJ
n793,n921,1,MAJ
n793,n1077,1,MAJ
n793,n1213,1,MAJ
n793,n2529,1,MAJ
n793,n2597,1,MAJ
n793,n2731,1,MAJ
n793,n2754,1,MAJ
n793,n2957,1,MAJ
n793,n3027,1,MAJ
n793,n3327,1,MAJ
n793,n3335,1,MAJ
n793,n3501,1,MAJ
n793,n3725,1,MAJ
n793,n3732,1,MAJ
n793,n3733,1,MAJ
n793,n4419,1,MAJ
n793,n4603,1,MAJ
n794,n813,1,MAJ
n794,n972,1,MAJ
n794,n2141,1,MAJ
n794,n2358,1,MAJ
n794,n3627,1,MAJ
n794,n3657,1,MAJ
n794,n4291,1,MAJ
n808,n1207,1,MAJ
n808,n2112,1,MAJ
n808,n2462,1,MAJ
n808,n2544,1,MAJ
n808,n2548,1,MAJ
n808,n2590,1,MAJ
n808,n2803,1,MAJ
n808,n3291,1,MAJ
n808,n3447,1,MAJ
n808,n3450,1,MAJ
n808,n3498,1,MAJ
n808,n3669,1,MAJ
n808,n3838,1,MAJ
n813,n972,1,MAJ
n813,n2141,1,MAJ
n813,n2358,1,MAJ
n813,n3627,1,MAJ
n813,n3657,1,MAJ
n813,n4291,1,MAJ
n820,n836,1,MAJ
n820,n921,1,MAJ
n820,n1004,1,MAJ
n820,n1022,1,MAJ
n820,n1077,1,MAJ
n820,n1213,1,MAJ
n820,n1343,1,MAJ
n820,n1532,1,MAJ
n820,n2231,1,MAJ
n820,n2312,1,MAJ
n820,n2420,1,MAJ
n820,n2452,1,MAJ
n820,n2529,1,MAJ
n820,n2597,1,MAJ
n820,n2731,1,MAJ
n820,n2748,1,MAJ
n820,n2754,1,MAJ
n820,n2957,1,MAJ
n820,n3027,1,MAJ
n820,n3296,1,MAJ
